country,alpha2,subdivision,district,label,region,sub_country
Bulgaria,BG,7,Gabrovo,Bulgaria - Gabrovo,,
Bulgaria,BG,8,Dobrich,Bulgaria - Dobrich,,
Bulgaria,BG,9,Kardzhali,Bulgaria - Kardzhali,,
Bulgaria,BG,10,Kjustendil,Bulgaria - Kjustendil,,
Bulgaria,BG,11,Lovech,Bulgaria - Lovech,,
Bulgaria,BG,12,Montana,Bulgaria - Montana,,
Bulgaria,BG,13,Pazardzik,Bulgaria - Pazardzik,,
Bulgaria,BG,14,Pernik,Bulgaria - Pernik,,
Bulgaria,BG,15,Pleven,Bulgaria - Pleven,,
Bulgaria,BG,16,Plovdiv,Bulgaria - Plovdiv,,
Bulgaria,BG,17,Razgrad,Bulgaria - Razgrad,,
Bulgaria,BG,18,Ruse,Bulgaria - Ruse,,
Bulgaria,BG,19,Silistra,Bulgaria - Silistra,,
Bulgaria,BG,20,Sliven,Bulgaria - Sliven,,
Bulgaria,BG,21,Smolyan,Bulgaria - Smolyan,,
Bulgaria,BG,22,Sofia (stolitsa),Bulgaria - Sofia (stolitsa),,
Bulgaria,BG,23,Sofia,Bulgaria - Sofia,,
Bulgaria,BG,24,Stara Zagora,Bulgaria - Stara Zagora,,
Bulgaria,BG,25,Targovishte,Bulgaria - Targovishte,,
Bulgaria,BG,26,Haskovo,Bulgaria - Haskovo,,
Bulgaria,BG,27,Shumen,Bulgaria - Shumen,,
Bulgaria,BG,28,Yambol,Bulgaria - Yambol,,
Bahrain,BH,13,Al Manamah (Al Asimah),Bahrain - Al Manamah (Al Asimah),,
Bahrain,BH,14,Al Janubiyah,Bahrain - Al Janubiyah,,
Bahrain,BH,15,Al Mu?arraq,Bahrain - Al Mu?arraq,,
Bahrain,BH,16,Al Wust,Bahrain - Al Wust,,
Bahrain,BH,17,Ash Shamaliyah,Bahrain - Ash Shamaliyah,,
Burundi,BI,BB,Bubanza,Burundi - Bubanza,,
Burundi,BI,BL,Bujumbura Rural,Burundi - Bujumbura Rural,,
Burundi,BI,BM,Bujumbura Mairie,Burundi - Bujumbura Mairie,,
Burundi,BI,BR,Bururi,Burundi - Bururi,,
Burundi,BI,CA,Cankuzo,Burundi - Cankuzo,,
Burundi,BI,CI,Cibitoke,Burundi - Cibitoke,,
Burundi,BI,GI,Gitega,Burundi - Gitega,,
Burundi,BI,KI,Kirundo,Burundi - Kirundo,,
Burundi,BI,KR,Karuzi,Burundi - Karuzi,,
Burundi,BI,KY,Kayanza,Burundi - Kayanza,,
Burundi,BI,MA,Makamba,Burundi - Makamba,,
Burundi,BI,MU,Muramvya,Burundi - Muramvya,,
Burundi,BI,MW,Mwaro,Burundi - Mwaro,,
Burundi,BI,MY,Muyinga,Burundi - Muyinga,,
Burundi,BI,NG,Ngozi,Burundi - Ngozi,,
Burundi,BI,RT,Rutana,Burundi - Rutana,,
Burundi,BI,RY,Ruyigi,Burundi - Ruyigi,,
Benin,BJ,AK,Atakora,Benin - Atakora,,
Benin,BJ,AL,Alibori,Benin - Alibori,,
Benin,BJ,AQ,Atlantique,Benin - Atlantique,,
Benin,BJ,BO,Borgou,Benin - Borgou,,
Benin,BJ,CO,Collines,Benin - Collines,,
Benin,BJ,DO,Donga,Benin - Donga,,
Benin,BJ,KO,Kouffo,Benin - Kouffo,,
Benin,BJ,LI,Littoral,Benin - Littoral,,
Benin,BJ,MO,Mono,Benin - Mono,,
Benin,BJ,OU,Ou_m_,Benin - Ou_m_,,
Benin,BJ,PL,Plateau,Benin - Plateau,,
Benin,BJ,ZO,Zou,Benin - Zou,,
Brunei,BN,BE,Belait,Brunei - Belait,,
Brunei,BN,BM,Brunei-Muara,Brunei - Brunei-Muara,,
Brunei,BN,TE,Temburong,Brunei - Temburong,,
Brunei,BN,TU,Tutong,Brunei - Tutong,,
Bolivia,BO,B,El Beni,Bolivia - El Beni,,
Bolivia,BO,C,Cochabamba,Bolivia - Cochabamba,,
Bolivia,BO,H,Chuquisaca,Bolivia - Chuquisaca,,
Bolivia,BO,L,La Paz,Bolivia - La Paz,,
Bolivia,BO,N,Pando,Bolivia - Pando,,
Bolivia,BO,O,Oruro,Bolivia - Oruro,,
Bolivia,BO,P,Potos,Bolivia - Potos,,
Bolivia,BO,S,Santa Cruz,Bolivia - Santa Cruz,,
Bolivia,BO,T,Tarija,Bolivia - Tarija,,
Brazil,BR,AC,Acre,Brazil - Acre,,
Brazil,BR,AL,Alagoas,Brazil - Alagoas,,
Brazil,BR,AM,Amazonas,Brazil - Amazonas,,
Brazil,BR,AP,Amap,Brazil - Amap,,
Brazil,BR,BA,Bahia,Brazil - Bahia,,
Brazil,BR,CE,Cear,Brazil - Cear,,
Brazil,BR,DF,Distrito Federal,Brazil - Distrito Federal,,
Brazil,BR,ES,Esprito Santo,Brazil - Esprito Santo,,
Brazil,BR,GO,Gois,Brazil - Gois,,
Brazil,BR,MA,Maranho,Brazil - Maranho,,
Brazil,BR,MG,Minas Gerais,Brazil - Minas Gerais,,
Brazil,BR,MS,Mato Grosso do Sul,Brazil - Mato Grosso do Sul,,
Brazil,BR,MT,Mato Grosso,Brazil - Mato Grosso,,
Brazil,BR,PA,Par,Brazil - Par,,
Brazil,BR,PB,Paraba,Brazil - Paraba,,
Brazil,BR,PE,Pernambuco,Brazil - Pernambuco,,
Brazil,BR,PI,Piau,Brazil - Piau,,
Brazil,BR,PR,Paran,Brazil - Paran,,
Brazil,BR,RJ,Rio de Janeiro,Brazil - Rio de Janeiro,,
Brazil,BR,RN,Rio Grande do Norte,Brazil - Rio Grande do Norte,,
Brazil,BR,RO,Rondnia,Brazil - Rondnia,,
Brazil,BR,RR,Roraima,Brazil - Roraima,,
Brazil,BR,RS,Rio Grande do Sul,Brazil - Rio Grande do Sul,,
Brazil,BR,SC,Santa Catarina,Brazil - Santa Catarina,,
Brazil,BR,SE,Sergipe,Brazil - Sergipe,,
Brazil,BR,SP,So Paulo,Brazil - So Paulo,,
Brazil,BR,TO,Tocantins,Brazil - Tocantins,,
Bahamas,BS,AK,Acklins,Bahamas - Acklins,,
Bahamas,BS,BI,Bimini,Bahamas - Bimini,,
Bahamas,BS,BP,Black Point,Bahamas - Black Point,,
Bahamas,BS,BY,Berry Islands,Bahamas - Berry Islands,,
Bahamas,BS,CE,Central Eleuthera,Bahamas - Central Eleuthera,,
Bahamas,BS,CI,Cat Island,Bahamas - Cat Island,,
Bahamas,BS,CK,Crooked Island and Long Cay,Bahamas - Crooked Island and Long Cay,,
Bahamas,BS,CO,Central Abaco,Bahamas - Central Abaco,,
Bahamas,BS,CS,Central Andros,Bahamas - Central Andros,,
Bahamas,BS,EG,East Grand Bahama,Bahamas - East Grand Bahama,,
Bahamas,BS,EX,Exuma,Bahamas - Exuma,,
Bahamas,BS,FP,City of Freeport,Bahamas - City of Freeport,,
Bahamas,BS,GC,Grand Cay,Bahamas - Grand Cay,,
Bahamas,BS,HI,Harbour Island,Bahamas - Harbour Island,,
Bahamas,BS,HT,Hope Town,Bahamas - Hope Town,,
Bahamas,BS,IN,Inagua,Bahamas - Inagua,,
Bahamas,BS,LI,Long Island,Bahamas - Long Island,,
Bahamas,BS,MC,Mangrove Cay,Bahamas - Mangrove Cay,,
Bahamas,BS,MG,Mayaguana,Bahamas - Mayaguana,,
Bahamas,BS,MI,Moore's Island,Bahamas - Moore's Island,,
Bahamas,BS,NE,North Eleuthera,Bahamas - North Eleuthera,,
Bahamas,BS,NO,North Abaco,Bahamas - North Abaco,,
Bahamas,BS,NS,North Andros,Bahamas - North Andros,,
Bahamas,BS,RC,Rum Cay,Bahamas - Rum Cay,,
Bahamas,BS,RI,Ragged Island,Bahamas - Ragged Island,,
Bahamas,BS,SA,South Andros,Bahamas - South Andros,,
Bahamas,BS,SE,South Eleuthera,Bahamas - South Eleuthera,,
Bahamas,BS,SO,South Abaco,Bahamas - South Abaco,,
Bahamas,BS,SS,San Salvador,Bahamas - San Salvador,,
Bahamas,BS,SW,Spanish Wells,Bahamas - Spanish Wells,,
Bahamas,BS,WG,West Grand Bahama,Bahamas - West Grand Bahama,,
Bhutan,BT,11,Paro,Bhutan - Paro,,
Bhutan,BT,12,Chhukha,Bhutan - Chhukha,,
Bhutan,BT,13,Ha,Bhutan - Ha,,
Bhutan,BT,14,Samtse,Bhutan - Samtse,,
Bhutan,BT,15,Thimphu,Bhutan - Thimphu,,
Bhutan,BT,21,Tsirang,Bhutan - Tsirang,,
Bhutan,BT,22,Dagana,Bhutan - Dagana,,
Bhutan,BT,23,Punakha,Bhutan - Punakha,,
Bhutan,BT,24,Wangdue Phodrang,Bhutan - Wangdue Phodrang,,
Bhutan,BT,31,Sarpang,Bhutan - Sarpang,,
Bhutan,BT,32,Trongsa,Bhutan - Trongsa,,
Bhutan,BT,33,Bumthang,Bhutan - Bumthang,,
Bhutan,BT,34,Zhemgang,Bhutan - Zhemgang,,
Bhutan,BT,41,Trashigang,Bhutan - Trashigang,,
Bhutan,BT,42,Monggar,Bhutan - Monggar,,
Bhutan,BT,43,Pemagatshel,Bhutan - Pemagatshel,,
Bhutan,BT,44,Lhuentse,Bhutan - Lhuentse,,
Bhutan,BT,45,Samdrup Jongkha,Bhutan - Samdrup Jongkha,,
Bhutan,BT,GA,Gasa,Bhutan - Gasa,,
Bhutan,BT,TY,Trashi Yangtse,Bhutan - Trashi Yangtse,,
Botswana,BW,CE,Central,Botswana - Central,,
Botswana,BW,GH,Ghanzi,Botswana - Ghanzi,,
Botswana,BW,KG,Kgalagadi,Botswana - Kgalagadi,,
Botswana,BW,KL,Kgatleng,Botswana - Kgatleng,,
Botswana,BW,KW,Kweneng,Botswana - Kweneng,,
Botswana,BW,NE,North-East,Botswana - North-East,,
Botswana,BW,NW,North-West,Botswana - North-West,,
Botswana,BW,SE,South-East,Botswana - South-East,,
Botswana,BW,SO,Southern,Botswana - Southern,,
Belarus,BY,BR,Bresckaja voblasc (be) - Brestskaja oblast' (ru),Belarus - Bresckaja voblasc (be) - Brestskaja oblast' (ru),,
Belarus,BY,HM,Horad Minsk,Belarus - Horad Minsk,,
Belarus,BY,HO,Homyel'skaya voblasts' (be) - Gomel'skaya oblast' (ru),Belarus - Homyel'skaya voblasts' (be) - Gomel'skaya oblast' (ru),,
Belarus,BY,HR,Hrodzenskaya voblasts' (be) - Grodnenskaya oblast' (ru),Belarus - Hrodzenskaya voblasts' (be) - Grodnenskaya oblast' (ru),,
Belarus,BY,MA,Mahilyowskaya voblasts' (be) - Mogilevskaya oblast' (ru),Belarus - Mahilyowskaya voblasts' (be) - Mogilevskaya oblast' (ru),,
Belarus,BY,MI,Minskaya voblasts' (be) - Minskaya oblast' (ru),Belarus - Minskaya voblasts' (be) - Minskaya oblast' (ru),,
Belarus,BY,VI,Vitsyebskaya voblasts' (be) - Vitebskaya oblast' (ru),Belarus - Vitsyebskaya voblasts' (be) - Vitebskaya oblast' (ru),,
Belize,BZ,BZ,Belize,Belize - Belize,,
Belize,BZ,CY,Cayo,Belize - Cayo,,
Belize,BZ,CZL,Corozal,Belize - Corozal,,
Belize,BZ,OW,Orange Walk,Belize - Orange Walk,,
Belize,BZ,SC,Stann Creek,Belize - Stann Creek,,
Belize,BZ,TOL,Toledo,Belize - Toledo,,
Canada,CA,AB,Alberta,Canada - Alberta,,
Canada,CA,BC,British Columbia,Canada - British Columbia,,
Canada,CA,MB,Manitoba,Canada - Manitoba,,
Canada,CA,NB,New Brunswick,Canada - New Brunswick,,
Canada,CA,NL,Newfoundland and Labrador,Canada - Newfoundland and Labrador,,
Canada,CA,NS,Nova Scotia,Canada - Nova Scotia,,
Canada,CA,NT,Northwest Territories,Canada - Northwest Territories,,
Canada,CA,NU,Nunavut,Canada - Nunavut,,
Canada,CA,ON,Ontario,Canada - Ontario,,
Canada,CA,PE,Prince Edward Island,Canada - Prince Edward Island,,
Canada,CA,QC,Quebec,Canada - Quebec,,
Canada,CA,SK,Saskatchewan,Canada - Saskatchewan,,
Canada,CA,YT,Yukon Territory,Canada - Yukon Territory,,
Congo (Democratic Rep.),CD,BC,Bas-Congo,Congo (Democratic Rep.) - Bas-Congo,,
Congo (Democratic Rep.),CD,BN,Bandundu,Congo (Democratic Rep.) - Bandundu,,
Congo (Democratic Rep.),CD,EQ,quateur,Congo (Democratic Rep.) - quateur,,
Congo (Democratic Rep.),CD,KA,Katanga,Congo (Democratic Rep.) - Katanga,,
Congo (Democratic Rep.),CD,KE,Kasai-Oriental,Congo (Democratic Rep.) - Kasai-Oriental,,
Congo (Democratic Rep.),CD,KN,Kinshasa,Congo (Democratic Rep.) - Kinshasa,,
Congo (Democratic Rep.),CD,KW,Kasai-Occidental,Congo (Democratic Rep.) - Kasai-Occidental,,
Congo (Democratic Rep.),CD,MA,Maniema,Congo (Democratic Rep.) - Maniema,,
Congo (Democratic Rep.),CD,NK,Nord-Kivu,Congo (Democratic Rep.) - Nord-Kivu,,
Congo (Democratic Rep.),CD,OR,Orientale,Congo (Democratic Rep.) - Orientale,,
Congo (Democratic Rep.),CD,SK,Sud-Kivu,Congo (Democratic Rep.) - Sud-Kivu,,
Central African Republic,CF,AC,Ouham,Central African Republic - Ouham,,
Central African Republic,CF,BB,Bamingui-Bangoran,Central African Republic - Bamingui-Bangoran,,
Central African Republic,CF,BGF,Bangui,Central African Republic - Bangui,,
Central African Republic,CF,BK,Basse-Kotto,Central African Republic - Basse-Kotto,,
Central African Republic,CF,HK,Haute-Kotto,Central African Republic - Haute-Kotto,,
Central African Republic,CF,HM,Haut-Mbomou,Central African Republic - Haut-Mbomou,,
Central African Republic,CF,HS,Mamb_r_-Kad_,Central African Republic - Mamb_r_-Kad_,,
Central African Republic,CF,KB,Gribingui,Central African Republic - Gribingui,,
Central African Republic,CF,KG,K_mo-Gribingui,Central African Republic - K_mo-Gribingui,,
Central African Republic,CF,LB,Lobaye,Central African Republic - Lobaye,,
Central African Republic,CF,MB,Mbomou,Central African Republic - Mbomou,,
Central African Republic,CF,MP,Ombella-Mpoko,Central African Republic - Ombella-Mpoko,,
Central African Republic,CF,NM,Nana-Mamb_r_,Central African Republic - Nana-Mamb_r_,,
Central African Republic,CF,OP,Ouham-Pend_,Central African Republic - Ouham-Pend_,,
Central African Republic,CF,SE,Sangha,Central African Republic - Sangha,,
Central African Republic,CF,UK,Ouaka,Central African Republic - Ouaka,,
Central African Republic,CF,VK,Vakaga,Central African Republic - Vakaga,,
Congo (Brazzaville),CG,11,Bouenza,Congo (Brazzaville) - Bouenza,,
Congo (Brazzaville),CG,12,Pool,Congo (Brazzaville) - Pool,,
Congo (Brazzaville),CG,13,Sangha,Congo (Brazzaville) - Sangha,,
Congo (Brazzaville),CG,14,Plateaux,Congo (Brazzaville) - Plateaux,,
Congo (Brazzaville),CG,15,Cuvette-Ouest,Congo (Brazzaville) - Cuvette-Ouest,,
Congo (Brazzaville),CG,2,L_koumou,Congo (Brazzaville) - L_koumou,,
Congo (Brazzaville),CG,5,Kouilou,Congo (Brazzaville) - Kouilou,,
Congo (Brazzaville),CG,7,Likouala,Congo (Brazzaville) - Likouala,,
Congo (Brazzaville),CG,8,Cuvette,Congo (Brazzaville) - Cuvette,,
Congo (Brazzaville),CG,9,Niari,Congo (Brazzaville) - Niari,,
Congo (Brazzaville),CG,BZV,Brazzaville,Congo (Brazzaville) - Brazzaville,,
Switzerland,CH,AG,Aargau (de),Switzerland - Aargau (de),,
Switzerland,CH,AI,Appenzell Innerrhoden (de),Switzerland - Appenzell Innerrhoden (de),,
Switzerland,CH,AR,Appenzell Ausserrhoden (de),Switzerland - Appenzell Ausserrhoden (de),,
Switzerland,CH,BE,Bern (de),Switzerland - Bern (de),,
Switzerland,CH,BL,Basel-Landschaft (de),Switzerland - Basel-Landschaft (de),,
Switzerland,CH,BS,Basel-Stadt (de),Switzerland - Basel-Stadt (de),,
Switzerland,CH,FR,Fribourg (fr),Switzerland - Fribourg (fr),,
Switzerland,CH,GE,Genve (fr),Switzerland - Genve (fr),,
Switzerland,CH,GL,Glarus (de),Switzerland - Glarus (de),,
Switzerland,CH,GR,Graubnden (de),Switzerland - Graubnden (de),,
Switzerland,CH,JU,Jura (fr),Switzerland - Jura (fr),,
Switzerland,CH,LU,Luzern (de),Switzerland - Luzern (de),,
Switzerland,CH,NE,Neuchtel (fr),Switzerland - Neuchtel (fr),,
Switzerland,CH,NW,Nidwalden (de),Switzerland - Nidwalden (de),,
Switzerland,CH,OW,Obwalden (de),Switzerland - Obwalden (de),,
Switzerland,CH,SG,Sankt Gallen (de),Switzerland - Sankt Gallen (de),,
Switzerland,CH,SH,Schaffhausen (de),Switzerland - Schaffhausen (de),,
Switzerland,CH,SO,Solothurn (de),Switzerland - Solothurn (de),,
Switzerland,CH,SZ,Schwyz (de),Switzerland - Schwyz (de),,
Switzerland,CH,TG,Thurgau (de),Switzerland - Thurgau (de),,
Switzerland,CH,TI,Ticino (it),Switzerland - Ticino (it),,
Switzerland,CH,UR,Uri (de),Switzerland - Uri (de),,
Switzerland,CH,VD,Vaud (fr),Switzerland - Vaud (fr),,
Switzerland,CH,VS,Valais (fr),Switzerland - Valais (fr),,
Switzerland,CH,ZG,Zug (de),Switzerland - Zug (de),,
Switzerland,CH,ZH,Zrich (de),Switzerland - Zrich (de),,
Cote d'Ivoire,CI,1,Lagunes (R_gion des),Cote d'Ivoire - Lagunes (R_gion des),,
Cote d'Ivoire,CI,2,Haut-Sassandra (R_gion du),Cote d'Ivoire - Haut-Sassandra (R_gion du),,
Cote d'Ivoire,CI,3,Savanes (R_gion des),Cote d'Ivoire - Savanes (R_gion des),,
Cote d'Ivoire,CI,4,Vall_e du Bandama (R_gion de la),Cote d'Ivoire - Vall_e du Bandama (R_gion de la),,
Cote d'Ivoire,CI,5,Moyen-Como_ (R_gion du),Cote d'Ivoire - Moyen-Como_ (R_gion du),,
Cote d'Ivoire,CI,6,18 Montagnes (R_gion des),Cote d'Ivoire - 18 Montagnes (R_gion des),,
Cote d'Ivoire,CI,7,Lacs (R_gion des),Cote d'Ivoire - Lacs (R_gion des),,
Cote d'Ivoire,CI,8,Zanzan (R_gion du),Cote d'Ivoire - Zanzan (R_gion du),,
Cote d'Ivoire,CI,9,Bas-Sassandra (R_gion du),Cote d'Ivoire - Bas-Sassandra (R_gion du),,
Cote d'Ivoire,CI,10,Dengu_l_ (R_gion du),Cote d'Ivoire - Dengu_l_ (R_gion du),,
Cote d'Ivoire,CI,11,Nzi-Como_ (R_gion),Cote d'Ivoire - Nzi-Como_ (R_gion),,
Cote d'Ivoire,CI,12,Marahou_ (R_gion de la),Cote d'Ivoire - Marahou_ (R_gion de la),,
Cote d'Ivoire,CI,13,Sud-Como_ (R_gion du),Cote d'Ivoire - Sud-Como_ (R_gion du),,
Cote d'Ivoire,CI,14,Worodougou (R_gion du),Cote d'Ivoire - Worodougou (R_gion du),,
Cote d'Ivoire,CI,15,Sud-Bandama (R_gion du),Cote d'Ivoire - Sud-Bandama (R_gion du),,
Cote d'Ivoire,CI,16,Agn_bi (R_gion de l'),Cote d'Ivoire - Agn_bi (R_gion de l'),,
Cote d'Ivoire,CI,17,Bafing (R_gion du),Cote d'Ivoire - Bafing (R_gion du),,
Cote d'Ivoire,CI,18,Fromager (R_gion du),Cote d'Ivoire - Fromager (R_gion du),,
Cote d'Ivoire,CI,19,Moyen-Cavally (R_gion du),Cote d'Ivoire - Moyen-Cavally (R_gion du),,
Chile,CL,AI,Ais_n del General Carlos Ib_ez del Campo,Chile - Ais_n del General Carlos Ib_ez del Campo,,
Chile,CL,AN,Antofagasta,Chile - Antofagasta,,
Chile,CL,AP,Arica y Parinacota,Chile - Arica y Parinacota,,
Chile,CL,AR,Araucana,Chile - Araucana,,
Chile,CL,AT,Atacama,Chile - Atacama,,
Chile,CL,BI,Bo-Bo,Chile - Bo-Bo,,
Chile,CL,CO,Coquimbo,Chile - Coquimbo,,
Chile,CL,LI,Libertador General Bernardo O'Higgins,Chile - Libertador General Bernardo O'Higgins,,
Chile,CL,LL,Los Lagos,Chile - Los Lagos,,
Chile,CL,LR,Los Ros,Chile - Los Ros,,
Chile,CL,MA,Magallanes,Chile - Magallanes,,
Chile,CL,ML,Maule,Chile - Maule,,
Chile,CL,RM,Regin Metropolitana de Santiago,Chile - Regin Metropolitana de Santiago,,
Chile,CL,TA,Tarapac,Chile - Tarapac,,
Chile,CL,VS,Valparaso,Chile - Valparaso,,
Cameroon,CM,AD,Adamaoua,Cameroon - Adamaoua,,
Cameroon,CM,CE,Centre,Cameroon - Centre,,
Cameroon,CM,EN,Far North,Cameroon - Far North,,
Cameroon,CM,ES,East,Cameroon - East,,
Cameroon,CM,LT,Littoral,Cameroon - Littoral,,
Cameroon,CM,NO,North,Cameroon - North,,
Cameroon,CM,NW,North-West,Cameroon - North-West,,
Cameroon,CM,OU,West,Cameroon - West,,
Cameroon,CM,SU,South,Cameroon - South,,
Cameroon,CM,SW,South-West,Cameroon - South-West,,
China,CN,11,Beijing,China - Beijing,,
China,CN,12,Tianjin,China - Tianjin,,
China,CN,13,Hebei,China - Hebei,,
China,CN,14,Shanxi,China - Shanxi,,
China,CN,15,Nei Mongol (mn),China - Nei Mongol (mn),,
China,CN,21,Liaoning,China - Liaoning,,
China,CN,22,Jilin,China - Jilin,,
China,CN,23,Heilongjiang,China - Heilongjiang,,
China,CN,31,Shanghai,China - Shanghai,,
China,CN,32,Jiangsu,China - Jiangsu,,
China,CN,33,Zhejiang,China - Zhejiang,,
China,CN,34,Anhui,China - Anhui,,
China,CN,35,Fujian,China - Fujian,,
China,CN,36,Jiangxi,China - Jiangxi,,
China,CN,37,Shandong,China - Shandong,,
China,CN,41,Henan,China - Henan,,
China,CN,42,Hubei,China - Hubei,,
China,CN,43,Hunan,China - Hunan,,
China,CN,44,Guangdong,China - Guangdong,,
China,CN,45,Guangxi,China - Guangxi,,
China,CN,46,Hainan,China - Hainan,,
China,CN,50,Chongqing,China - Chongqing,,
China,CN,51,Sichuan,China - Sichuan,,
China,CN,52,Guizhou,China - Guizhou,,
China,CN,53,Yunnan,China - Yunnan,,
China,CN,54,Xizang,China - Xizang,,
China,CN,61,Shaanxi,China - Shaanxi,,
China,CN,62,Gansu,China - Gansu,,
China,CN,63,Qinghai,China - Qinghai,,
China,CN,64,Ningxia,China - Ningxia,,
China,CN,65,Xinjiang,China - Xinjiang,,
China,CN,71,Taiwan,China - Taiwan,,
China,CN,91,Xianggang,China - Xianggang,,
China,CN,92,Aomen,China - Aomen,,
Colombia,CO,AMA,Amazonas,Colombia - Amazonas,,
Colombia,CO,ANT,Antioquia,Colombia - Antioquia,,
Colombia,CO,ARA,Arauca,Colombia - Arauca,,
Colombia,CO,ATL,Atlntico,Colombia - Atlntico,,
Colombia,CO,BOL,Bolvar,Colombia - Bolvar,,
Colombia,CO,BOY,Boyac,Colombia - Boyac,,
Colombia,CO,CAL,Caldas,Colombia - Caldas,,
Colombia,CO,CAQ,Caquet,Colombia - Caquet,,
Colombia,CO,CAS,Casanare,Colombia - Casanare,,
Colombia,CO,CAU,Cauca,Colombia - Cauca,,
Colombia,CO,CES,Cesar,Colombia - Cesar,,
Colombia,CO,CHO,Choc,Colombia - Choc,,
Colombia,CO,COR,Crdoba,Colombia - Crdoba,,
Colombia,CO,CUN,Cundinamarca,Colombia - Cundinamarca,,
Colombia,CO,DC,Distrito Capital de Bogot,Colombia - Distrito Capital de Bogot,,
Colombia,CO,GUA,Guaina,Colombia - Guaina,,
Colombia,CO,GUV,Guaviare,Colombia - Guaviare,,
Colombia,CO,HUI,Huila,Colombia - Huila,,
Colombia,CO,LAG,La Guajira,Colombia - La Guajira,,
Colombia,CO,MAG,Magdalena,Colombia - Magdalena,,
Colombia,CO,MET,Meta,Colombia - Meta,,
Colombia,CO,NAR,Nari_o,Colombia - Nari_o,,
Colombia,CO,NSA,Norte de Santander,Colombia - Norte de Santander,,
Colombia,CO,PUT,Putumayo,Colombia - Putumayo,,
Colombia,CO,QUI,Quindo,Colombia - Quindo,,
Colombia,CO,RIS,Risaralda,Colombia - Risaralda,,
Colombia,CO,SAN,Santander,Colombia - Santander,,
Colombia,CO,SAP,"San Andr_s, Providencia y Santa Catalina","Colombia - San Andr_s, Providencia y Santa Catalina",,
Colombia,CO,SUC,Sucre,Colombia - Sucre,,
Colombia,CO,TOL,Tolima,Colombia - Tolima,,
Colombia,CO,VAC,Valle del Cauca,Colombia - Valle del Cauca,,
Colombia,CO,VAU,Vaup_s,Colombia - Vaup_s,,
Colombia,CO,VID,Vichada,Colombia - Vichada,,
Costa Rica,CR,A,Alajuela,Costa Rica - Alajuela,,
Costa Rica,CR,C,Cartago,Costa Rica - Cartago,,
Costa Rica,CR,G,Guanacaste,Costa Rica - Guanacaste,,
Costa Rica,CR,H,Heredia,Costa Rica - Heredia,,
Costa Rica,CR,L,Limn,Costa Rica - Limn,,
Costa Rica,CR,P,Puntarenas,Costa Rica - Puntarenas,,
Costa Rica,CR,SJ,San Jos_,Costa Rica - San Jos_,,
Cuba,CU,1,Pinar del Ro,Cuba - Pinar del Ro,,
Cuba,CU,2,La Habana,Cuba - La Habana,,
Cuba,CU,3,Ciudad de La Habana,Cuba - Ciudad de La Habana,,
Cuba,CU,4,Matanzas,Cuba - Matanzas,,
Cuba,CU,5,Villa Clara,Cuba - Villa Clara,,
Cuba,CU,6,Cienfuegos,Cuba - Cienfuegos,,
Cuba,CU,7,Sancti Spritus,Cuba - Sancti Spritus,,
Cuba,CU,8,Ciego de vila,Cuba - Ciego de vila,,
Cuba,CU,9,Camagey,Cuba - Camagey,,
Cuba,CU,10,Las Tunas,Cuba - Las Tunas,,
Cuba,CU,11,Holgun,Cuba - Holgun,,
Cuba,CU,12,Granma,Cuba - Granma,,
Cuba,CU,13,Santiago de Cuba,Cuba - Santiago de Cuba,,
Cuba,CU,14,Guantnamo,Cuba - Guantnamo,,
Cuba,CU,99,Isla de la Juventud,Cuba - Isla de la Juventud,,
Cape Verde,CV,BR,Brava,Cape Verde - Brava,,
Cape Verde,CV,BV,Boa Vista,Cape Verde - Boa Vista,,
Cape Verde,CV,CA,Santa Catarina,Cape Verde - Santa Catarina,,
Cape Verde,CV,CF,Santa Catarina do Fogo,Cape Verde - Santa Catarina do Fogo,,
Cape Verde,CV,CR,Santa Cruz,Cape Verde - Santa Cruz,,
Cape Verde,CV,MA,Maio,Cape Verde - Maio,,
Cape Verde,CV,MO,Mosteiros,Cape Verde - Mosteiros,,
Cape Verde,CV,PA,Paul,Cape Verde - Paul,,
Cape Verde,CV,PN,Porto Novo,Cape Verde - Porto Novo,,
Cape Verde,CV,PR,Praia,Cape Verde - Praia,,
Cape Verde,CV,RB,Ribeira Brava,Cape Verde - Ribeira Brava,,
Cape Verde,CV,RG,Ribeira Grande,Cape Verde - Ribeira Grande,,
Cape Verde,CV,RS,Ribeira Grande de Santiago,Cape Verde - Ribeira Grande de Santiago,,
Cape Verde,CV,SD,So Domingos,Cape Verde - So Domingos,,
Cape Verde,CV,SF,So Filipe,Cape Verde - So Filipe,,
Cape Verde,CV,SL,Sal,Cape Verde - Sal,,
Cape Verde,CV,SM,So Miguel,Cape Verde - So Miguel,,
Cape Verde,CV,SO,So Loureno dos rgos,Cape Verde - So Loureno dos rgos,,
Cape Verde,CV,SS,So Salvador do Mundo,Cape Verde - So Salvador do Mundo,,
Cape Verde,CV,SV,So Vicente,Cape Verde - So Vicente,,
Cape Verde,CV,TA,Tarrafal,Cape Verde - Tarrafal,,
Cape Verde,CV,TS,Tarrafal de So Nicolau,Cape Verde - Tarrafal de So Nicolau,,
Cyprus,CY,1,Lefkosia,Cyprus - Lefkosia,,
Cyprus,CY,2,Lemesos,Cyprus - Lemesos,,
Cyprus,CY,3,Larnaka,Cyprus - Larnaka,,
